Sr.No.,Element Name,Period,Unit,Decimals,Fact Value
86,ProfitLossFromDiscontinuedOperationsBeforeTax,01-04-2022 To 30-09-2022,FourD,-5.0,0
87,TaxExpenseOfDiscontinuedOperations,01-04-2022 To 30-09-2022,FourD,-5.0,0
88,ProfitLossFromDiscontinuedOperationsAfterTax,01-04-2022 To 30-09-2022,FourD,-5.0,0
89,ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,01-04-2022 To 30-09-2022,FourD,-5.0,753100000
90,ProfitLossForPeriod,01-04-2022 To 30-09-2022,FourD,-5.0,-7214200000
91,OtherComprehensiveIncomeNetOfTaxes,01-04-2022 To 30-09-2022,FourD,-5.0,1500000
92,ComprehensiveIncomeForThePeriod,01-04-2022 To 30-09-2022,FourD,-5.0,-7212700000
93,ProfitOrLossAttributableToOwnersOfParent,01-04-2022 To 30-09-2022,FourD,-5.0,-7107700000
94,ProfitOrLossAttributableToNonControllingInterests,01-04-2022 To 30-09-2022,FourD,-5.0,-106500000
95,ComprehensiveIncomeForThePeriodAttributableToOwnersOfParent,01-04-2022 To 30-09-2022,FourD,-5.0,-7106400000
96,ComprehensiveIncomeForThePeriodAttributableToOwnersOfParentNonControllingInterests,01-04-2022 To 30-09-2022,FourD,-5.0,-106300000
97,PaidUpValueOfEquityShareCapital,01-04-2022 To 30-09-2022,FourD,-5.0,4909200000
98,FaceValueOfEquityShareCapital,01-04-2022 To 30-09-2022,FourD,,2
99,BasicEarningsLossPerShareFromContinuingOperations,01-04-2022 To 30-09-2022,FourD,,-2.9
100,DilutedEarningsLossPerShareFromContinuingOperations,01-04-2022 To 30-09-2022,FourD,,-2.9
101,BasicEarningsLossPerShareFromDiscontinuedOperations,01-04-2022 To 30-09-2022,FourD,,0
102,DilutedEarningsLossPerShareFromDiscontinuedOperations,01-04-2022 To 30-09-2022,FourD,,0
103,BasicEarningsLossPerShareFromContinuingAndDiscontinuedOperations,01-04-2022 To 30-09-2022,FourD,,-2.9
104,DilutedEarningsLossPerShareFromContinuingAndDiscontinuedOperations,01-04-2022 To 30-09-2022,FourD,,-2.9
105,DescriptionOfOtherExpenses,01-07-2022 To 30-09-2022,,,"Direct Construction, Manufacturing, Real Estate, Infrastructure, Hotel/Hospitality, Event & Power Expenses"
106,OtherExpenses,01-07-2022 To 30-09-2022,OneExpenses1D,-5.0,5635000000
107,DescriptionOfOtherExpenses,01-07-2022 To 30-09-2022,,,Other Expenses
108,OtherExpenses,01-07-2022 To 30-09-2022,OneExpenses2D,-5.0,1629000000
109,DescriptionOfOtherExpenses,01-04-2022 To 30-09-2022,,,"Direct Construction, Manufacturing, Real Estate, Infrastructure, Hotel/Hospitality, Event & Power Expenses"
110,OtherExpenses,01-04-2022 To 30-09-2022,FourExpenses1D,-5.0,11166500000
111,DescriptionOfOtherExpenses,01-04-2022 To 30-09-2022,,,Other Expenses
112,OtherExpenses,01-04-2022 To 30-09-2022,FourExpenses2D,-5.0,3125300000
113,PropertyPlantAndEquipment,30-09-2022,OneI,-5.0,80749300000
114,CapitalWorkInProgress,30-09-2022,OneI,-5.0,1935700000
115,InvestmentProperty,30-09-2022,OneI,-5.0,0
116,Goodwill,30-09-2022,OneI,-5.0,0
117,OtherIntangibleAssets,30-09-2022,OneI,-5.0,2883200000
118,IntangibleAssetsUnderDevelopment,30-09-2022,OneI,-5.0,0
119,BiologicalAssetsOtherThanBearerPlants,30-09-2022,OneI,-5.0,0
120,InvestmentsAccountedForUsingEquityMethod,30-09-2022,OneI,-5.0,0
121,NoncurrentInvestments,30-09-2022,OneI,-5.0,15544600000
122,TradeReceivablesNoncurrent,30-09-2022,OneI,-5.0,16826000000
123,LoansNoncurrent,30-09-2022,OneI,-5.0,0
124,OtherNoncurrentFinancialAssets,30-09-2022,OneI,-5.0,2497500000
125,NoncurrentFinancialAssets,30-09-2022,OneI,-5.0,34868100000
126,DeferredTaxAssetsNet,30-09-2022,OneI,-5.0,0
127,OtherNoncurrentAssets,30-09-2022,OneI,-5.0,13194200000
128,NoncurrentAssets,30-09-2022,OneI,-5.0,133630500000
129,Inventories,30-09-2022,OneI,-5.0,145039000000
130,CurrentInvestments,30-09-2022,OneI,-5.0,0
131,TradeReceivablesCurrent,30-09-2022,OneI,-5.0,35331000000
132,CashAndCashEquivalents,30-09-2022,OneI,-5.0,2310600000
133,BankBalanceOtherThanCashAndCashEquivalents,30-09-2022,OneI,-5.0,1209400000
134,LoansCurrent,30-09-2022,OneI,-5.0,0
135,OtherCurrentFinancialAssets,30-09-2022,OneI,-5.0,21536900000
136,CurrentFinancialAssets,30-09-2022,OneI,-5.0,60387900000
137,CurrentTaxAssets,30-09-2022,OneI,-5.0,16100000
138,OtherCurrentAssets,30-09-2022,OneI,-5.0,33405100000
139,CurrentAssets,30-09-2022,OneI,-5.0,238848100000
140,NoncurrentAssetsClassifiedAsHeldForSale,30-09-2022,OneI,-5.0,10000000000
141,RegulatoryDeferralAccountDebitBalancesAndRelatedDeferredTaxAssets,30-09-2022,OneI,-5.0,0
142,Assets,30-09-2022,OneI,-5.0,382478600000
143,EquityShareCapital,30-09-2022,OneI,-5.0,4909200000
144,OtherEquity,30-09-2022,OneI,-5.0,-11160700000
145,EquityAttributableToOwnersOfParent,30-09-2022,OneI,-5.0,-6251500000
146,NonControllingInterest,30-09-2022,OneI,-5.0,-526500000
147,Equity,30-09-2022,OneI,-5.0,-6778000000
148,BorrowingsNoncurrent,30-09-2022,OneI,-5.0,148550200000
149,TradePayablesNoncurrent,30-09-2022,OneI,-5.0,683000000
150,OtherNoncurrentFinancialLiabilities,30-09-2022,OneI,-5.0,69178700000
151,NoncurrentFinancialLiabilities,30-09-2022,OneI,-5.0,218411900000
152,ProvisionsNoncurrent,30-09-2022,OneI,-5.0,998700000
153,DeferredTaxLiabilitiesNet,30-09-2022,OneI,-5.0,1507200000
154,DeferredGovernmentGrantsNoncurrent,30-09-2022,OneI,-5.0,0
155,OtherNoncurrentLiabilities,30-09-2022,OneI,-5.0,3136800000
156,NoncurrentLiabilities,30-09-2022,OneI,-5.0,224054600000
157,BorrowingsCurrent,30-09-2022,OneI,-5.0,38847100000
158,TradePayablesCurrent,30-09-2022,OneI,-5.0,29606200000
159,OtherCurrentFinancialLiabilities,30-09-2022,OneI,-5.0,43529500000
160,CurrentFinancialLiabilities,30-09-2022,OneI,-5.0,111982800000
161,OtherCurrentLiabilities,30-09-2022,OneI,-5.0,34983200000
162,ProvisionsCurrent,30-09-2022,OneI,-5.0,8236000000
163,CurrentTaxLiabilities,30-09-2022,OneI,-5.0,0
164,DeferredGovernmentGrantsCurrent,30-09-2022,OneI,-5.0,0
165,CurrentLiabilities,30-09-2022,OneI,-5.0,155202000000
166,LiabilitiesDirectlyAssociatedWithAssetsInDisposalGroupClassifiedAsHeldForSale,30-09-2022,OneI,-5.0,10000000000
167,RegulatoryDeferralAccountCreditBalancesAndRelatedDeferredTaxLiability,30-09-2022,OneI,-5.0,0
168,Liabilities,30-09-2022,OneI,-5.0,389256600000
169,EquityAndLiabilities,30-09-2022,OneI,-5.0,382478600000
170,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Cement & Cement Products
171,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable1D,-5.0,1500300000
172,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Construction
173,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable2D,-5.0,6663200000
174,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Power
175,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable3D,-5.0,400000
176,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Hotel/Hospitality & Golf Course
177,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable4D,-5.0,653400000
178,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Real Estate
179,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable5D,-5.0,1971300000
180,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Investments
181,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable6D,-5.0,0
182,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Infrastructure
183,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable7D,-5.0,135500000
184,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Fertilizers
185,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable8D,-5.0,8522800000
186,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Others
187,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable9D,-5.0,251800000
188,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Unallocated
189,SegmentRevenue,01-07-2022 To 30-09-2022,OneReportable10D,-5.0,9900000
190,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Cement & Cement Products
191,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable1D,-5.0,3864600000
192,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Construction
193,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable2D,-5.0,13125800000
194,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Power
195,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable3D,-5.0,8200000
196,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Hotel/Hospitality & Golf Course
197,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable4D,-5.0,1512500000
198,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Real Estate
199,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable5D,-5.0,2937200000
200,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Investments
201,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable6D,-5.0,0
202,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Infrastructure
203,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable7D,-5.0,249400000
204,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Fertilizers
205,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable8D,-5.0,16397200000
206,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Others
207,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable9D,-5.0,442800000
208,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Unallocated
209,SegmentRevenue,01-04-2022 To 30-09-2022,FourReportable10D,-5.0,19700000
210,SegmentRevenue,01-07-2022 To 30-09-2022,OneD,-5.0,19708600000
211,SegmentRevenue,01-04-2022 To 30-09-2022,FourD,-5.0,38557400000
212,InterSegmentRevenue,01-07-2022 To 30-09-2022,OneD,-5.0,169000000
213,InterSegmentRevenue,01-04-2022 To 30-09-2022,FourD,-5.0,620200000
214,SegmentRevenueFromOperations,01-07-2022 To 30-09-2022,OneD,-5.0,19539600000
215,SegmentRevenueFromOperations,01-04-2022 To 30-09-2022,FourD,-5.0,37937200000
216,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Cement & Cement Products
217,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance1D,-5.0,-1051000000
218,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Construction
219,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance2D,-5.0,338000000
220,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Power
221,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance3D,-5.0,-210500000
222,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Hotel/Hospitality & Golf Course
223,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance4D,-5.0,29100000
224,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Real Estate
225,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance5D,-5.0,-25100000
226,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Investments
227,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance6D,-5.0,160300000
228,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Infrastructure
229,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance7D,-5.0,-15100000
230,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Fertilizers
231,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance8D,-5.0,254800000
232,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Others
233,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance9D,-5.0,-102000000
234,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Unallocated
235,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneReportableFinance10D,-5.0,0
236,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Cement & Cement Products
237,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance1D,-5.0,-2276300000
238,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Construction
239,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance2D,-5.0,445000000
240,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Power
241,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance3D,-5.0,-416600000
242,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Hotel/Hospitality & Golf Course
243,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance4D,-5.0,244600000
244,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Real Estate
245,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance5D,-5.0,-313800000
246,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Investments
247,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance6D,-5.0,152500000
248,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Infrastructure
249,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance7D,-5.0,-94700000
250,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Fertilizers
251,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance8D,-5.0,563600000
252,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Others
253,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance9D,-5.0,-169300000
254,DescriptionOfReportableSegment,01-04-2022 To 30-09-2022,,,Unallocated
255,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourReportableFinance10D,-5.0,0
256,SegmentProfitLossBeforeTaxAndFinanceCosts,01-07-2022 To 30-09-2022,OneD,-5.0,-621500000
257,SegmentProfitLossBeforeTaxAndFinanceCosts,01-04-2022 To 30-09-2022,FourD,-5.0,-1865000000
258,SegmentFinanceCosts,01-07-2022 To 30-09-2022,OneD,-5.0,3127700000
259,SegmentFinanceCosts,01-04-2022 To 30-09-2022,FourD,-5.0,6106800000
260,OtherUnallocableExpenditureNetOffUnAllocableIncome,01-07-2022 To 30-09-2022,OneD,-5.0,-79200000
261,OtherUnallocableExpenditureNetOffUnAllocableIncome,01-04-2022 To 30-09-2022,FourD,-5.0,-174600000
262,SegmentProfitBeforeTax,01-07-2022 To 30-09-2022,OneD,-5.0,-3670000000
263,SegmentProfitBeforeTax,01-04-2022 To 30-09-2022,FourD,-5.0,-7797200000
264,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Cement & Cement Products
265,SegmentAssets,30-09-2022,OneReportable31I,-5.0,54314300000
266,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Construction
267,SegmentAssets,30-09-2022,OneReportable32I,-5.0,62051700000
268,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Power
269,SegmentAssets,30-09-2022,OneReportable33I,-5.0,17803300000
270,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Hotel/Hospitality & Golf Course
271,SegmentAssets,30-09-2022,OneReportable34I,-5.0,7523500000
272,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Real Estate
273,SegmentAssets,30-09-2022,OneReportable35I,-5.0,178663900000
274,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Investments
275,SegmentAssets,30-09-2022,OneReportable36I,-5.0,15544600000
276,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Infrastructure
277,SegmentAssets,30-09-2022,OneReportable37I,-5.0,2961400000
278,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Fertilizers
279,SegmentAssets,30-09-2022,OneReportable38I,-5.0,22125000000
280,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Others
281,SegmentAssets,30-09-2022,OneReportable39I,-5.0,3553100000
282,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Unallocated
283,SegmentAssets,30-09-2022,OneReportable310I,-5.0,0
284,SegmentAssets,30-09-2022,OneI,-5.0,364540800000
285,UnAllocableAssets,30-09-2022,OneI,-5.0,17937800000
286,NetSegmentAssets,30-09-2022,OneI,-5.0,382478600000
287,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Cement & Cement Products
288,SegmentLiabilities,30-09-2022,OneReportable41I,-5.0,12520700000
289,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Construction
290,SegmentLiabilities,30-09-2022,OneReportable42I,-5.0,21422800000
291,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Power
292,SegmentLiabilities,30-09-2022,OneReportable43I,-5.0,1243700000
293,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Hotel/Hospitality & Golf Course
294,SegmentLiabilities,30-09-2022,OneReportable44I,-5.0,2101700000
295,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Real Estate
296,SegmentLiabilities,30-09-2022,OneReportable45I,-5.0,39007900000
297,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Investments
298,SegmentLiabilities,30-09-2022,OneReportable46I,-5.0,0
299,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Infrastructure
300,SegmentLiabilities,30-09-2022,OneReportable47I,-5.0,895000000
301,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Fertilizers
302,SegmentLiabilities,30-09-2022,OneReportable48I,-5.0,14172800000
303,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Others
304,SegmentLiabilities,30-09-2022,OneReportable49I,-5.0,875900000
305,DescriptionOfReportableSegment,01-07-2022 To 30-09-2022,,,Unallocated
306,SegmentLiabilities,30-09-2022,OneReportable410I,-5.0,0
307,SegmentLiabilities,30-09-2022,OneI,-5.0,92240500000
308,UnAllocableLiabilities,30-09-2022,OneI,-5.0,297016100000
309,NetSegmentLiabilities,30-09-2022,OneI,-5.0,389256600000
310,AdjustmentsForFinanceCosts,01-04-2022 To 30-09-2022,FourD,-5.0,6106800000
311,AdjustmentsForDecreaseIncreaseInInventories,01-04-2022 To 30-09-2022,FourD,-5.0,301700000
